id	status	old_name	new_name	author	year	topic	tier	wave	seq	conf	notes	words
130	RENAMED	Human brain dynamics are shaped by rare long-range connections over and above cortical geometry.md	vohryzek-2024-long-range-connections-brain-dynamics.md	vohryzek	2024	brain-networks	R	12	258	H	PNAS; exponential distance rule + rare long-range exceptions	6305
131	RENAMED	Human connectome topology directs cortical traveling waves and shapes frequency gradients.md	koller-2024-connectome-traveling-waves.md	koller	2024	brain-networks	R	12	259	H	Nat Commun 2024; instrength gradients direct traveling waves	13911
132	RENAMED	Human-like systematic generalization through a meta-learning neural network.md	lake-2023-meta-learning-compositionality.md	lake	2023	analogy-abstraction	M	9	191	H	Nature 2023; MLC answer to Fodor-Pylyshyn systematicity challenge	10851
133	RENAMED	Human-like_systematic_generalization.md	lake-2023-meta-learning-compositionality-si.md	lake	2023	analogy-abstraction	M	9	192	H	Supplementary Information for id 132; keep paired at ingest	4797
134	RENAMED	Hybrid computing using a neural network with dynamic external memory.md	graves-2016-differentiable-neural-computer.md	graves	2016	working-memory	M	5	88	H	Nature 2016 doi:10.1038/nature20101; DNC, external memory + graph traversal tasks	12355
135	RENAMED	Hybrid neural networks for continual learning inspired by corticohippocampal circuits.md	shi-2025-corticohippocampal-hybrid-continual-learning.md	shi	2025	continual-learning	M	13	287	H	Nat Commun 2025; CH-HNN, ANN+SNN dual representation vs catastrophic forgetting	7299
136	RENAMED	I Had No Clue! Jumping Spiders Tiny Brains, Big Cognitive Abilities.md	ihadnoclue-nd-jumping-spiders-spatial-cognition.md	ihadnoclue	nd	evolution-comparative	X	14	301	M	unattributed web article, no date; org slug per convention; salticid detour planning	1361
137	RENAMED	Improving the adaptive and continuous learning capabilities of artificial neural networks Lessons from multi-neuromodulatory dynamics.md	mei-2025-neuromodulation-continual-learning.md	mei	2025	continual-learning	S	13	285	M	arXiv 2501.06762v3; Mei/Rodriguez-Garcia equal contribution; multi-neuromodulator review	9896
138	RENAMED	Inferences on a Multidimensional Social Hierarchy Use a Grid-like Code.md	park-2021-social-hierarchy-grid-like-code.md	park	2021	hippocampal-entorhinal	R	2	42	H	Nat Neurosci 24:1292-1301, 2021 confirmed by web search (Park, Miller, Boorman)	18506
139	RENAMED	Integrated world modeling theory expanded Implications for the future of consciousness.md	safron-2022-integrated-world-modeling-theory.md	safron	2022	consciousness-global-workspace	F	12	274	H	Front Comput Neurosci 2022; IWMT = FEP-AI + IIT + GWT	11938
140	RENAMED	Interplay of hippocampus and prefrontal cortex in memory.md	preston-2013-hippocampus-prefrontal-memory.md	preston	2013	prefrontal-control	S	5	102	H	Curr Biol 2013;23(17):R764; Preston & Eichenbaum. Pairs with id 126	7794
141	RENAMED	KAN-ODEs Kolmogorov-Arnold Network Ordinary Differential Equations for Learning Dynamical Systems and Hidden Physics.md	koenig-2024-kan-odes-dynamical-systems.md	koenig	2024	world-models	M	7	148	H	arXiv 2407.04192; KAN + neural ODE for hidden physics. Weak fit, revisit in ordering	5353
142	RENAMED	Language Modeling Is Compression.md	deletang-2023-language-modeling-compression.md	deletang	2023	foundations	F	0	12	H	arXiv 2309.10668v2 (DeepMind); prediction-compression equivalence. Wave 0 candidate	6288
143	RENAMED	LeJEPA.md	balestriero-2025-lejepa.md	balestriero	2025	ssl-representation	M	7	167	H	arXiv 2511.08544v3; Balestriero & LeCun equal contribution; isotropic Gaussian SIGReg objective	20386
144	RENAMED	LeWorldModel Stable End-to-End Joint-Embedding Predictive Architecture from Pixels.md	maes-2026-leworldmodel-jepa-from-pixels.md	maes	2026	world-models	M	7	153	H	arXiv 2603.19312v3; end-to-end JEPA from pixels, no EMA. Successor to id 143	10297
145	RENAMED	Learning by neural reassociation.md	golub-2018-neural-reassociation-learning.md	golub	2018	plasticity	R	4	79	H	Nat Neurosci 2018;21(4):607; BCI learning reassociates existing activity patterns	12253
146	RENAMED	Learning how network structure shapes decision-making for bio-inspired computing.md	schirner-2023-network-structure-decision-making.md	schirner	2023	brain-networks	R	12	257	H	Nat Commun 2023; 650 HCP personalised network models, synchrony vs speed-accuracy	9657
147	RENAMED	Learning produces an orthogonalized state machine in the hippocampus.md	sun-2025-orthogonalized-state-machine-hippocampus.md	sun	2025	hippocampal-entorhinal	R	2	48	H	Nature 2025 (s41586-024-08548-w); CA1 learns orthogonalized state machine. High latent-graph relevance	15553
148	RENAMED	Learning to Theorize the World from Observation.md	baek-2026-theorize-world-from-observation.md	baek	2026	world-models	M	7	154	H	ICML 2026 Oral, arXiv 2605.03413; theory-building vs prediction-only world models	15306
149	RENAMED	Learning, Fast and Slow Single- and Many-Shot Learning in the Hippocampus.md	liao-2024-single-shot-many-shot-hippocampus.md	liao	2024	hippocampal-entorhinal	S	2	22	H	Annu Rev Neurosci 2024; Liao & Losonczy (tier1 picked last author); BTSP vs STDP learning modes	7906
150	RENAMED	LearningMatch Siamese Neural Network Learns the Match Manifold.md	green-2025-learningmatch-siamese-match-manifold.md	green	2025	misc	M	99	303	H	arXiv 2502.01361; gravitational-wave template match manifold. Likely off-topic - flag in pass 4	4716
151	RENAMED	Linear Spatial World Models Emerge in Large Language Models.md	tehenan-2025-linear-spatial-world-models-llms.md	tehenan	2025	world-models	R	7	156	H	arXiv 2506.02996 (2025) confirmed by web search (Tehenan, Moya, Long, Lin)	4706
152	RENAMED	Liquid Time-constant Networks-HasaniR-ML.md	hasani-2021-liquid-time-constant-networks.md	hasani	2021	sequence-models	M	8	171	H	AAAI-21; Hasani & Lechner equal contribution. New topic sequence-models (152, 153, 156)	6362
153	RENAMED	Liquid Time-constant Networks.md	emergentmind-2026-liquid-time-constant-networks.md	emergentmind	2026	sequence-models	X	8	172	M	unattributed emergentmind.com topic page, published 2026-01-08; secondary summary of id 152	1715
154	RENAMED	Long Sequence Hopfield Memory.md	chaudhry-2023-long-sequence-hopfield-memory.md	chaudhry	2023	attractor-dynamics	M	3	53	M	'NeurIPS 2023' found by full-file grep	6508
155	RENAMED	MATH-Perturb Benchmarking LLMs’ Math Reasoning Abilities against Hard Perturbations.md	huang-2025-math-perturb-benchmark.md	huang	2025	reasoning-eval	B	10	224	H	arXiv 2502.06453v2; hard perturbations separate reasoning from memorisation	3941
156	RENAMED	MS-SSM A Multi-Scale State Space Model for Efficient Sequence Modeling.md	karami-2025-ms-ssm-multi-scale-state-space.md	karami	2025	sequence-models	M	8	175	H	arXiv 2512.23824v1 (Google Research); multi-scale SSM, effective memory limits	6983
157	RENAMED	Mapping the Structural Core of Human Cerebral Cortex.md	hagmann-2008-structural-core-cerebral-cortex.md	hagmann	2008	brain-networks	R	12	254	M	PLoS Biol 6(7):e159; year decoded from DOI pbio.0060159 - VERIFY pass 3. DSI connectome, posterior medial core	9129
158	RENAMED	Medial prefrontal cortex and self-referential mental activity Relation to a default mode of brain function.md	gusnard-2001-mpfc-self-referential-default-mode.md	gusnard	2001	default-mode	R	12	268	M	doi 10.1073/pnas.071043098 found by full-file grep; PNAS 2001 98(7):4259	5161
159	RENAMED	Memory formation depends on both synapse-specific modifications of synaptic strength and cell-specific increases in excitability.md	lisman-2018-synaptic-strength-excitability.md	lisman	2018	plasticity	F	4	67	H	Nat Neurosci 2018;21(3):309; memory needs synapse-specific plus cell-wide excitability changes	3462
160	RENAMED	Meta-learning biologically plausible plasticity rules with random feedback pathways.md	shervanitabar-2023-meta-learning-plasticity-rules.md	shervanitabar	2023	plasticity	M	4	72	H	Nat Commun 2023; surname is Shervani-Tabar, hyphen dropped for shape. Random feedback alignment alternative to backprop	8391
161	RENAMED	Metalearning_and_Neuromodulation.md	doya-2002-metalearning-neuromodulation.md	doya	2002	rl-planning	F	6	137	H	Neural Networks 15:495-506; dopamine=TD error, serotonin=discount, NA=exploration, ACh=learning rate. Pairs with id 137	6893
162	RENAMED	Modulation of striatal projection systems by dopamine.md	gerfen-2011-striatal-dopamine-modulation.md	gerfen	2011	rl-planning	S	6	135	H	Annu Rev Neurosci 2011;34:441; direct/indirect pathway dichotomy revisited	9100
163	RENAMED	Multiple event segmentation mechanisms in the human brain.md	nguyen-2025-event-segmentation-mechanisms.md	nguyen	2025	predictive-coding	R	6	127	H	bioRxiv 2025.07.07.663487 (Zacks lab); event boundaries as latent-state transitions - links to hidden-state inference ids 120/125	8547
164	RENAMED	NEURONAL CIRCUITS OF THE NEOCORTEX.md	douglas-2004-neocortical-circuits.md	douglas	2004	cortical-columns	S	3	62	H	Annu Rev Neurosci 2004;27:419; Douglas & Martin canonical microcircuit	10481
165	RENAMED	Near-random connections support top-down feature-based attentional modulations in early sensory cortex.md	park-2025-near-random-connections-attention.md	park	2025	visual-cortex	R	12	283	H	PLoS 2025 (PMC12364372); Park & Serences. Distinct from id 138 Park	12405
166	RENAMED	Networks of Spiking Neurons.md	maass-1997-spiking-neurons-third-generation.md	maass	1997	spiking-neuromorphic	F	11	238	H	Neural Networks 1997;10(9):1659; computational power of spiking nets. Wave anchor for spiking cluster	10329
167	RENAMED	Neural Reasoning About Agents Goals, Preferences, and Actions (IRENE).md	bortoletto-2023-irene-intuitive-reasoning-network.md	bortoletto	2023	world-models	M	7	147	H	arXiv 2312.07122; GNN+transformer theory-of-mind on Baby Intuitions Benchmark. Candidate theory-of-mind topic if more arrive	10712
168	RENAMED	Neural Systems Underlying the Implementation of Working Memory Removal Operations.md	derosa-2024-working-memory-removal-operations.md	derosa	2024	working-memory	R	5	93	H	J Neurosci 2024;44; removal/replace/suppress operations, Lewis-Peacock lab	7973
169	RENAMED	Neural constraints on learning.md	sadtler-2014-neural-constraints-learning.md	sadtler	2014	plasticity	R	4	77	H	Nature 2014;512(7515):423; within-manifold vs outside-manifold BCI perturbations. Direct pair with id 145	8028
170	RENAMED	Neuronal Computation Underlying Inferential Reasoning in Humans and Mice.md	barron-2020-inferential-reasoning-humans-mice.md	barron	2020	hippocampal-entorhinal	R	2	40	H	first author Helen C. Barron confirmed by web search; Cell 2020, doi 10.1016/j.cell.2020.08.035 (full-file grep)	13105
171	RENAMED	Neuronal Representations of Tactic-Based Sensorimotor Transformations in the Primate Medial Prefrontal, Presupplementary, and Supplementary Motor Areas A Comparative Study.md	awan-2020-tactic-based-sensorimotor-transformations.md	awan	2020	prefrontal-control	R	5	118	H	Front Syst Neurosci 2020 (2020.536246); pmPFC vs preSMA/SMA. Pairs with id 172	3546
172	RENAMED	Neuronal activity in the primate dorsomedial prefrontal cortex contributes to strategic selection of response tactics.md	matsuzaka-2012-dmpfc-response-tactic-selection.md	matsuzaka	2012	prefrontal-control	R	5	114	H	PNAS 2012;109(12):4633; Mushiake lab. Pairs with id 171	5423
173	DONE	Neuroscience-Inspired Artificial Intelligence.md	hassabis-2017-neuroscience-inspired-ai.md	hassabis	2017	foundations	S	0	1	H	authors Hassabis, Kumaran, Summerfield, Botvinick confirmed by web search; Neuron 95(2):245-258, 2017	7856
174	RENAMED	On the Identifiability of Controlled World Models.md	zhang-2026-identifiability-controlled-world-models.md	zhang	2026	world-models	F	7	146	H	arXiv 2607.22430v2, no peer review; identifiability conditions for action-conditioned JEPA	11696
175	RENAMED	On the Measure of Intelligence.md	chollet-2019-measure-of-intelligence.md	chollet	2019	foundations	F	0	10	H	arXiv 1911.01547v2; introduces ARC and skill-acquisition-efficiency. Wave 0 anchor, also head of arc-benchmarks cluster	24224
176	RENAMED	Organizing memories for generalization in complementary learning systems.md	sun-2023-systems-consolidation-generalization.md	sun	2023	memory-consolidation	M	4	82	H	Nat Neurosci 2023; NN formalization of systems consolidation, overfitting vs generalization tension. New topic memory-consolidation	7245
177	RENAMED	PFC_as_a_meta_RL_system.md	wang-2018-pfc-meta-rl-system.md	wang	2018	prefrontal-control	F	5	108	M	year from DOI 10.1038/s41593-018-0147-8 (Nat Neurosci 2018); DeepMind meta-RL account of PFC	7128
178	RENAMED	Parallel cognitive maps for multiple knowledge structures in the hippocampal formation.md	zheng-2024-parallel-cognitive-maps.md	zheng	2024	hippocampal-entorhinal	R	2	46	H	Cereb Cortex 2024 34(2):bhad485	6286
179	RENAMED	Pattern Separation in the Human Hippocampal CA3 and Dentate Gyrus.md	bakker-2008-pattern-separation-ca3-dentate.md	bakker	2008	hippocampal-entorhinal	R	2	36	H	Science 2008; high-res fMRI, CA3/DG pattern separation	3069
180	RENAMED	Pattern separation in the hippocampus.md	yassa-2011-pattern-separation-hippocampus.md	yassa	2011	hippocampal-entorhinal	S	2	19	H	Trends Neurosci 2011 34(10)	7215
181	RENAMED	Peter Suber, Nomic.md	suber-1990-nomic-self-amendment.md	suber	1990	rule-induction	X	10	234	M	'(c) 1990' found by full-file grep; appendix to The Paradox of Self-Amendment (1990), Wayback capture of earlham.edu	6047
182	RENAMED	Predicting human resting-state functional connectivity from structural connectivity.md	honey-2009-structural-to-functional-connectivity.md	honey	2009	brain-networks	R	12	255	M	frontmatter published 2008-12-09 (PNAS early edition); issue year 2009, universally cited as Honey et al. 2009	5328
183	RENAMED	Predictive coding under the free-energy principle.md	friston-2009-predictive-coding-free-energy.md	friston	2009	predictive-coding	F	6	122	H	Phil Trans R Soc B 364(1521):1211-1221, 2009 confirmed by web search (Friston & Kiebel)	6263
184	RENAMED	Prefrontal atrophy, disrupted NREM slow waves, and impaired hippocampal-dependent memory in aging.md	mander-2013-nrem-slow-waves-memory-aging.md	mander	2013	memory-consolidation	R	4	83	H	Nat Neurosci 2013 16(3):357-364; prefrontal atrophy -> NREM slow-wave loss -> hippocampal memory decline	8181
185	RENAMED	Prefrontal cortex intrinsic functional connectivity and executive function in early childhood and early adulthood using fNIRS.md	eng-2025-pfc-connectivity-executive-function.md	eng	2025	prefrontal-control	R	5	119	H	Dev Cogn Neurosci 2025 74:101570; fNIRS (functional near-infrared spectroscopy)	7814
186	RENAMED	Prefrontal-Hippocampal Interactions in Memory and Emotion.md	jin-2015-prefrontal-hippocampal-interactions.md	jin	2015	prefrontal-control	S	5	103	H	Front Syst Neurosci 2015; direct + nucleus reuniens indirect HPC-mPFC pathways	3586
187	RENAMED	Preparatory attentional templates in prefrontal and sensory cortex encode target-associated information.md	zhou-2025-preparatory-attentional-templates.md	zhou	2025	prefrontal-control	R	5	120	H	PMC12416899, 2025-09-08; target-associated info in PFC + sensory cortex templates	10038
188	RENAMED	Principled neuromorphic reservoir computing.md	kleyko-2025-neuromorphic-reservoir-computing.md	kleyko	2025	spiking-neuromorphic	M	11	245	H	Nat Commun 2025; separates memory buffer from nonlinear expansion, vs monolithic reservoir	12709
189	RENAMED	Principles and Operation of Virtual Brain Twins.md	hashemi-2025-virtual-brain-twins.md	hashemi	2025	brain-networks	F	12	252	H	first author Meysam Hashemi (Jirsa group) confirmed by web search; IEEE Rev Biomed Eng 2025, bioRxiv Oct 2024	18477
190	RENAMED	Product of Experts with LLMs Boosting Performance on ARC Is a Matter of Perspective.md	franzen-2025-product-of-experts-arc.md	franzen	2025	arc-benchmarks	M	10	210	H	arXiv 2505.07859v2; 71.6% on public ARC-AGI eval via augmentation + DFS + LLM scoring	5811
191	RENAMED	Program Synthesis using Inductive Logic Programming for the Abstraction and Reasoning Corpus.md	rocha-2024-ilp-program-synthesis-arc.md	rocha	2024	neurosymbolic	M	9	182	H	arXiv 2405.06399; ILP (inductive logic programming) over an object-centric DSL for ARC	3597
192	RENAMED	Rapid learning with phase-change memory-based in-memory computing through learning-to-learn.md	ortner-2025-phase-change-memory-rapid-learning.md	ortner	2025	spiking-neuromorphic	R	11	246	H	Nat Commun 2025; learning-to-learn on in-memory computing neuromorphic hardware	11289
193	RENAMED	Real-Time Computing Without Stable States- A New Framework for Neural Computation Based on Perturbations.md	maass-2002-liquid-state-machine.md	maass	2002	spiking-neuromorphic	F	11	239	H	Neural Computation 14(11):2531-2560, 2002 confirmed by web search (Maass, Natschlager, Markram)	12831
194	RENAMED	Recent developments in representations of the connectome.md	bijsterbosch-2021-connectome-representations.md	bijsterbosch	2021	brain-networks	S	12	250	H	Neuroimage 2021 243:118533	7610
195	RENAMED	Recurrent neural networks with transient trajectory explain working memory encoding mechanisms.md	liu-2025-transient-trajectory-rnn-working-memory.md	liu	2025	working-memory	M	5	90	H	Commun Biol 2025; transient-trajectory RNN vs persistent-attractor RNN	9298
196	RENAMED	Representation of Attended Versus Remembered Locations in Prefrontal Cortex.md	lebedev-2004-attended-vs-remembered-locations-pfc.md	lebedev	2004	working-memory	R	5	91	H	PLoS Biol 2004 2(11):e365; dissociates attention from WM coding in primate PF	11790
197	RENAMED	Review Batman Fluxx (Game).md	smith-2015-batman-fluxx-review.md	smith	2015	rule-induction	X	10	233	H	ICv2 game review; Fluxx rule-changing card mechanics	523
198	RENAMED	Review of Elizabeth Spelkes What babies know.md	revencu-2023-core-knowledge-language-spelke.md	revencu	2023	foundations	S	0	4	H	Mind and Language, DOI 10.1111/mila.12482; critical commentary on Spelke, What Babies Know vol 1	4279
199	RENAMED	Robust and brain-like working memory through short-term synaptic plasticity.md	kozachkov-2022-short-term-plasticity-working-memory.md	kozachkov	2022	working-memory	M	5	89	H	'(c) 2022', accepted Nov 29 2022 found by full-file grep; PLoS Comput Biol pcbi.1010776	8328
200	RENAMED	Role of prefrontal cortex in a network for arbitrary.md	murray-2000-pfc-arbitrary-visuomotor-mapping.md	murray	2000	prefrontal-control	S	5	96	H	Exp Brain Res 2000 133:114-129, review	6246
201	RENAMED	SSM.md	gu-2022-s4-structured-state-spaces.md	gu	2022	sequence-models	M	8	174	H	ICLR 2022 / arXiv 2111.00396 confirmed by web search (Gu, Goel, Re)	6333
202	RENAMED	Shared spatial and temporal principles govern connectome dynamics across timescales.md	alderson-2026-connectome-dynamics-timescales.md	alderson	2026	brain-networks	R	12	260	H	PNAS 2026 123(25):e2535464123	7786
203	RENAMED	Social, self, (situational), and affective processes in medial prefrontal cortex (MPFC) Causal, multivariate, and reverse inference evidence.md	lieberman-2018-mpfc-social-self-affective.md	lieberman	2018	prefrontal-control	S	5	105	M	frontmatter auth1 is junk (the string "medial prefrontal cortex"); Lieberman is first author per byline. Neurosci Biobehav Rev, PII S0149763418305372	14089
204	RENAMED	Solving the Baby Intuitions Benchmark with a Hierarchically Bayesian Theory of Mind.md	zhixuan-2022-bayesian-theory-of-mind-baby-intuitions.md	zhixuan	2022	foundations	M	0	14	M	arXiv 2208.02914, 2022-08-04. Surname split ambiguous (Tan Zhi-Xuan, cited as Zhi-Xuan T.); theory of mind over the Baby Intuitions Benchmark	4560
205	RENAMED	Sparse Distributed Memory and Related Models.md	kanerva-1993-sparse-distributed-memory.md	kanerva	1993	attractor-dynamics	F	3	51	H	book chapter in Hassoun ed., Associative Neural Memories, OUP 1993, pp 50-76	20013
206	RENAMED	Spatial Learning and Action Planning in a Prefrontal Cortical Network Model.md	martinet-2011-prefrontal-spatial-planning-model.md	martinet	2011	prefrontal-control	M	5	110	H	PLoS Comput Biol 7(5):e1002045, 2011 confirmed by web search	14599
207	RENAMED	Spike frequency adaptation bridging neural models and neuromorphic applications.md	ganguly-2024-spike-frequency-adaptation.md	ganguly	2024	spiking-neuromorphic	S	11	237	H	Commun Eng 2024 3:22, doi 10.1038/s44172-024-00165-9	8307
208	RENAMED	Structure and function of the hippocampal CA3 module.md	sammons-2023-ca3-module-structure-function.md	sammons	2023	hippocampal-entorhinal	R	2	43	H	PNAS 2023; CA3 recurrent connectivity ~10x higher than the low estimate, enough for pattern completion	7649
209	RENAMED	Structured World Representations in Maze-Solving Transformers.md	ivanitskiy-2023-maze-solving-transformers.md	ivanitskiy	2023	latent-graph	R	1	18	M	'NeurIPS 2023' found by full-file grep	4812
210	RENAMED	Synaptic Modifications in Cultured Hippocampal Neurons Dependence on Spike Timing, Synaptic Strength, and Postsynaptic Cell Type.md	bi-1998-spike-timing-dependent-plasticity.md	bi	1998	plasticity	R	4	76	H	J Neurosci 1998 18(24):10464; the canonical STDP window paper	4622
211	RENAMED	TEM.md	whittington-2020-tolman-eichenbaum-machine.md	whittington	2020	hippocampal-entorhinal	M	2	29	H	'Accepted: October 13, 2020  Published: November 11, 2020', doi 10.1016/j.cell.2020.10.024 found by full-file grep	22449
212	RENAMED	Thalamic regulation of switching between cortical representations enables cognitive flexibility.md	rikhye-2018-thalamic-switching-cognitive-flexibility.md	rikhye	2018	thalamocortical	R	12	279	H	Nat Neurosci 2018; mediodorsal thalamus switches cortical representations	13791
213	RENAMED	The ConceptARC Benchmark.md	moskvichev-2023-conceptarc-benchmark.md	moskvichev	2023	arc-benchmarks	B	10	209	H	TMLR 2023 / arXiv 2305.07141 confirmed by web search (Moskvichev, Odouard, Mitchell)	6434
214	RENAMED	The Dynamic Brain From Spiking Neurons to Neural Masses and Cortical Fields.md	deco-2008-dynamic-brain-neural-masses-fields.md	deco	2008	brain-networks	S	12	247	H	'(c) 2008' found by full-file grep; PLoS Comput Biol pcbi.1000092	19176
215	RENAMED	The Dynamics of Functional Brain Networks Integrated Network States during Cognitive Task Performance.md	shine-2016-integrated-network-states-cognition.md	shine	2016	brain-networks	R	12	256	H	Neuron 2016 92(2):544-554	8064
216	RENAMED	The Faculty of Languag.md	hauser-2002-faculty-of-language.md	hauser	2002	evolution-comparative	S	14	294	H	Science 298(5598):1569-1579, Nov 2002 confirmed by web search (Hauser, Chomsky, Fitch)	10098
217	RENAMED	The Geometry of Abstraction in the Hippocampus and Prefrontal Cortex.md	bernardi-2020-geometry-of-abstraction.md	bernardi	2020	analogy-abstraction	R	9	193	H	first author Silvia Bernardi confirmed by web search; Cell 2020, doi 10.1016/j.cell.2020.09.031 (full-file grep)	13700
218	RENAMED	The Human Hippocampus Cognitive Maps or Relational Memory?.md	kumaran-2005-cognitive-maps-vs-relational-memory.md	kumaran	2005	hippocampal-entorhinal	R	2	35	H	J Neurosci 2005 25(31):7254; pits cognitive-map against relational theory	5490
219	RENAMED	The Journey of the Default Mode Network Development, Function, and Impact on Mental Health.md	azarias-2025-default-mode-network-development.md	azarias	2025	default-mode	S	12	265	H	Biology (MDPI) 2025 14(4):395	13029
220	RENAMED	The Role of Medial Prefrontal Cortex in Memory and Decision Making.md	euston-2012-mpfc-memory-decision-making.md	euston	2012	prefrontal-control	S	5	100	H	Neuron 2012 76(6):1057-1070	8160
221	RENAMED	The Spiking Tolman-Eichenbaum Machine Emergent Spatial and Temporal Coding through Spiking Network Dynamics 2.md	kawahara-2025-spiking-tolman-eichenbaum-machine.md	kawahara	2025	hippocampal-entorhinal	M	2	32	H	bioRxiv 2025.10.16.682754v1. Old name ended in " 2" - check for a v1 copy elsewhere in raw/ at pass 3	8596
222	RENAMED	The Temporal Context Model in spatial navigation and relational learning Toward a common explanation of medial temporal lobe function across domains.md	howard-2005-temporal-context-model-navigation.md	howard	2005	hippocampal-entorhinal	F	2	23	H	Psychological Review 112(1):75-116, 2005 confirmed by web search	29637
223	RENAMED	The architecture of the human default mode network explored through cytoarchitecture, wiring and signal flow.md	paquola-2025-dmn-cytoarchitecture-signal-flow.md	paquola	2025	default-mode	R	12	271	H	Nat Neurosci 2025, doi 10.1038/s41593-024-01868-0	11618
224	RENAMED	The cognitive map in humans- spatial navigation and beyond.md	epstein-2017-cognitive-map-in-humans.md	epstein	2017	hippocampal-entorhinal	S	2	20	H	'published online 26 October 2017', doi 10.1038/nn.4656 found by full-file grep	8132
225	RENAMED	The default mode network in a hierarchical generative model of the brain.md	satpute-2026-dmn-hierarchical-generative-model.md	satpute	2026	default-mode	S	12	266	H	Curr Opin Behav Sci 2026 69:101656; DMN as coordinator of global generative-model updates	5971
226	RENAMED	The default self feeling good or being right?.md	beer-2007-default-self.md	beer	2007	default-mode	S	12	262	H	author Jennifer S. Beer confirmed by web search; TiCS 11:187-189, 2007, doi 10.1016/j.tics.2007.02.004	3066
227	RENAMED	The dynamic reorganization of the default-mode network during a visual classification task.md	gao-2013-default-mode-network-visual-task.md	gao	2013	default-mode	R	12	269	H	year from body (Front Syst Neurosci 2013 Jul 26)	7230
228	RENAMED	The free-energy principle - a rough guide to the brain.md	friston-2009-free-energy-principle-rough-guide.md	friston	2009	active-inference	S	6	128	H	doi 10.1016/j.tics.2009.04.005 found by full-file grep	6183
229	RENAMED	The hippocampal–prefrontal pathway The weak link in psychiatric disorders?.md	spedding-2012-hippocampal-prefrontal-pathway.md	spedding	2012	prefrontal-control	S	5	101	M	year DOI-decoded (10.1016/j.euroneuro.2012.10.018)	6940
230	RENAMED	The mechanisms for pattern completion and pattern separation in the hippocampus.md	rolls-2013-pattern-completion-separation.md	rolls	2013	hippocampal-entorhinal	F	2	24	H	year from body (Front Syst Neurosci 2013 Oct 30)	16352
231	RENAMED	The medial prefrontal cortex in the rat evidence for a dorso-ventral distinction based upon functional and anatomical characteristics.md	heidbreder-2003-rat-medial-prefrontal-dorsoventral.md	heidbreder	2003	prefrontal-control	S	5	98	H		12041
232	RENAMED	The neural correlates of novelty and variability in human decision-making under an active inference framework.md	zhang-2025-novelty-variability-active-inference.md	zhang	2025	active-inference	R	6	133	H		15132
233	RENAMED	The neural correlates of subjective value during intertemporal choice.md	kable-2007-subjective-value-intertemporal-choice.md	kable	2007	rl-planning	R	6	143	H		4609
234	RENAMED	The prefrontal cortex controls memory organization in the hippocampus.md	desousa-2026-prefrontal-controls-memory-organization.md	de sousa	2026	memory-consolidation	R	4	84	H	tier1 extractor picked auth2 (Zeidler); true first author is Andre F. de Sousa	12603
235	RENAMED	The prefrontal cortex- categories, concepts and cognition.md	miller-2002-prefrontal-categories-concepts.md	miller	2002	prefrontal-control	S	5	97	H	year from 'published online 30 July 2002' in body; Phil Trans R Soc B	8572
236	RENAMED	The role of prefrontal cortex in cognitive control and executive function.md	friedman-2021-prefrontal-cognitive-control.md	friedman	2021	prefrontal-control	S	5	106	H		11241
237	RENAMED	The role of prefrontal cortex in the control of feature attention in area V4.md	bichot-2019-prefrontal-feature-attention-v4.md	bichot	2019	prefrontal-control	R	5	117	H		7979
238	RENAMED	Theories of Error Back-Propagation in the Brain.md	whittington-2019-error-backpropagation-in-brain.md	whittington	2019	plasticity	S	4	64	M	year PII-decoded (S1364-6613(19)30012-9)	10281
239	RENAMED	Theta-paced flickering between place-cell maps in the hippocampus: A model based on short-term synaptic plasticity.md	mark-2017-theta-flickering-place-cell-maps.md	mark	2017	attractor-dynamics	M	3	52	H		7370
240	RENAMED	Toward a Unified Sub-symbolic Computational Theory of Cognition.md	butz-2016-unified-subsymbolic-cognition-theory.md	butz	2016	foundations	F	0	7	H	Front Psychol 2016, doi 10.3389/fpsyg.2016.00925 confirmed by web search	12651
241	RENAMED	Training Verifiers to Solve Math Word Problems.md	cobbe-2021-gsm8k-verifiers-math-word-problems.md	cobbe	2021	reasoning-eval	B	10	218	H	year arXiv-ID-decoded (2110.14168); OpenAI, introduces GSM8K	3690
242	RENAMED	Transcriptional neoteny in the human brain.md	somel-2009-transcriptional-neoteny-human-brain.md	somel	2009	evolution-comparative	R	14	299	H	year from body (PNAS 2009 Mar 23)	5802
243	RENAMED	Uncertainty-based competition between prefrontal and dorsolateral striatal systems for behavioral control.md	daw-2005-uncertainty-based-arbitration.md	daw	2005	rl-planning	F	6	138	H	prefrontal vs dorsolateral striatal arbitration; title trimmed hard to fit 40-char slug	4808
244	RENAMED	Understanding and Benchmarking Artificial Intelligence o3 of OpenAI Is Not AGI.md	pfister-2025-o3-is-not-agi.md	pfister	2025	arc-benchmarks	F	10	208	H	year arXiv-ID-decoded (2501.07458)	6134
245	RENAMED	Unraveling the evolution of uniquely human cognition.md	maclean-2016-evolution-human-cognition.md	maclean	2016	evolution-comparative	S	14	296	H		4504
246	RENAMED	V-JEPA 2 Self-Supervised Video Models Enable Understanding, Prediction and Planning.md	assran-2025-v-jepa-2.md	assran	2025	world-models	M	7	150	M	frontmatter published 2026-04-26 is a retrieval date; arXiv 2506.09985 = June 2025; Meta FAIR core team, Assran listed first	19651
